user_id_map,app_name_id,timestamp,state_label,comma_separated_list_of_features
1115,182,3191970.28,0,0,0
28,2787,3192003.067,0,0,0
9498,3922,3192031.373,0,0,0
6013,5814,3192040.373,0,0,0
7800,4115,3192067.847,0,0,0
7170,6170,3192104.35,0,0,0
8602,3904,3192137.077,0,0,0
828,5739,3192141.257,0,0,0
8344,3913,3192148.487,0,0,0
2145,7158,3192183.913,0,0,0
4629,1185,3192187.603,0,0,0
5567,7158,3192230.39,0,0,0
2629,837,3192267.723,0,0,0
3117,4414,3192273.583,0,0,0
6787,563,3192287.543,0,0,0
8078,499,3192297.537,0,0,0
8960,4797,3192332.223,0,0,0
7682,3905,3192354.217,0,0,0
7170,5081,3192372.617,0,0,0
6355,7163,3192378.62,0,0,0
2146,2357,3192392.427,0,0,0
2479,7306,3192452.683,0,0,0
8687,559,3192464.013,0,0,0
6922,541,3192536.617,0,0,0
7170,7865,3192542.01,0,0,0
8152,984,3192556.473,0,0,0
9780,7578,3192558.35,0,0,0
8960,6351,3192559.177,0,0,0
2479,7307,3192566.673,0,0,0
8344,2605,3192577.38,0,0,0
3886,4867,3192606.953,0,0,0
6976,3812,3192615.27,0,0,0
6922,7022,3192629.48,0,0,0
4244,7460,3192725.4,0,0,0
53,918,3192732.127,0,0,0
2311,5815,3192751.85,0,0,0
4244,4522,3192776.983,0,0,0
5375,2346,3192783.0,0,0,0
2986,2045,3192795.147,0,0,0
9941,635,3192828.75,0,0,0
9537,1428,3192846.14,0,0,0
4875,2576,3192877.87,0,0,0
4875,2315,3192886.31,0,0,0
7170,242,3192912.2,0,0,0
5311,4604,3193009.8,0,0,0
5496,1065,3193012.733,0,0,0
8295,635,3193019.457,0,0,0
4875,4029,3193035.993,0,0,0
139,4162,3193065.55,0,0,0
9537,3095,3193076.22,0,0,0
9537,3089,3193091.837,0,0,0
8295,5999,3193112.813,0,0,0
2968,4993,3193157.347,0,0,0
5774,559,3193167.81,0,0,0
9941,4867,3193168.617,0,0,0
9036,7041,3193183.357,0,0,0
9537,4733,3193214.22,0,0,0
8634,224,3193233.95,0,0,0
3886,4247,3193249.903,0,0,0
2986,5079,3193259.253,0,0,0
9537,2315,3193283.607,0,0,0
3103,4825,3193332.99,0,0,0
2986,6654,3193393.68,0,0,0
139,3262,3193415.033,0,0,0
8634,7047,3193424.833,0,0,0
8379,4701,3193425.07,0,0,0
139,4533,3193460.357,0,0,0
8344,2495,3193538.073,0,0,0
40,7090,3193559.1,0,0,0
9537,3276,3193565.343,0,0,0
8796,6242,3193603.84,0,0,0
9588,495,3193617.153,0,0,0
6130,2520,3193659.44,0,0,0
8425,3964,3193663.797,0,0,0
6130,1924,3193671.683,0,0,0
8692,4070,3193701.29,0,0,0
6130,2009,3193711.117,0,0,0
9537,1454,3193747.69,0,0,0
6759,1357,3193766.487,0,0,0
9088,4827,3193853.973,0,0,0
9054,6035,3193877.047,0,0,0
2429,4252,3193900.563,0,0,0
5081,3895,3193921.357,0,0,0
8692,7033,3193930.047,0,0,0
2296,6119,3193935.687,0,0,0
7038,5146,3193979.57,0,0,0
3996,1701,3193983.847,0,0,0
8078,497,3193988.737,0,0,0
803,453,3193993.617,0,0,0
1556,2611,3194093.83,0,0,0
3537,5915,3194098.437,0,0,0
5395,6886,3194148.01,0,0,0
8634,1052,3194152.467,0,0,0
8409,3905,3194156.617,0,0,0
4669,4750,3194173.227,0,0,0
5248,1029,3194182.823,0,0,0
3757,4522,3194268.457,0,0,0
9054,2794,3194287.197,0,0,0
6833,1899,3194337.64,0,0,0
701,495,3194419.177,0,0,0
946,6414,3194432.59,0,0,0
9263,1467,3194441.0,0,0,0
8505,2518,3194451.033,0,0,0
6088,4868,3194514.577,0,0,0
3171,3956,3194543.467,0,0,0
3703,5943,3194572.42,0,0,0
9588,4521,3194578.64,0,0,0
3171,1872,3194601.42,0,0,0
8344,3145,3194611.73,0,0,0
9609,2315,3194691.767,0,0,0
7283,5739,3194699.743,0,0,0
3372,4980,3194726.607,0,0,0
6961,559,3194823.14,0,0,0
1787,841,3194834.04,0,0,0
6870,6654,3194835.21,0,0,0
8634,5164,3194838.8,0,0,0
5465,1952,3194861.327,0,0,0
1350,6924,3194902.617,0,0,0
9996,1285,3194919.677,0,0,0
884,1741,3194929.513,0,0,0
2652,2013,3194937.953,0,0,0
8742,886,3194989.35,0,0,0
2970,2663,3194999.643,0,0,0
1764,5796,3195038.817,0,0,0
847,2803,3195054.55,0,0,0
53,5273,3195065.593,0,0,0
9329,206,3195095.75,0,0,0
2839,2599,3195109.143,0,0,0
9996,93,3195125.967,0,0,0
3132,621,3195139.207,0,0,0
1787,846,3195217.793,0,0,0
8602,2243,3195267.183,0,0,0
6873,2013,3195274.13,0,0,0
1776,6312,3195376.393,0,0,0
3745,3471,3195380.6,0,0,0
9996,2215,3195389.617,0,0,0
3447,6880,3195410.813,0,0,0
6961,5673,3195420.267,0,0,0
4576,5342,3195428.55,0,0,0
7948,3800,3195453.92,0,0,0
1935,1768,3195459.19,0,0,0
6759,1359,3195478.563,0,0,0
8409,7705,3195499.553,0,0,0
6614,3688,3195523.777,0,0,0
8636,943,3195535.423,0,0,0
7948,3799,3195576.573,0,0,0
8505,1617,3195587.753,0,0,0
8602,2318,3195603.097,0,0,0
2725,3141,3195655.377,0,0,0
205,4602,3195658.53,0,0,0
9514,1564,3195677.047,0,0,0
8409,4332,3195687.58,0,0,0
8505,1615,3195714.297,0,0,0
9514,2034,3195782.543,0,0,0
8409,3576,3195799.677,0,0,0
8409,693,3195809.427,0,0,0
6240,7172,3195823.793,0,0,0
1787,2577,3195824.017,0,0,0
5872,4541,3195875.573,0,0,0
7295,635,3195920.53,0,0,0
2725,3626,3195921.897,0,0,0
5865,7807,3195964.49,0,0,0
8409,4287,3195998.65,0,0,0
3011,2813,3196088.253,0,0,0
5567,1567,3196117.553,0,0,0
6783,2950,3196130.823,0,0,0
1755,413,3196142.62,0,0,0
3011,886,3196148.763,0,0,0
9329,5673,3196193.113,0,0,0
8557,3819,3196200.723,0,0,0
8158,3533,3196290.143,0,0,0
9254,6381,3196291.327,0,0,0
8409,2977,3196319.767,0,0,0
4152,667,3196330.27,0,0,0
8409,5487,3196381.793,0,0,0
4649,4214,3196397.843,0,0,0
3537,2788,3196411.18,0,0,0
8409,1945,3196417.387,0,0,0
8409,195,3196483.027,0,0,0
1823,3308,3196488.23,0,0,0
2340,559,3196528.383,0,0,0
4076,3308,3196544.09,0,0,0
1823,1051,3196557.51,0,0,0
6379,6248,3196568.25,0,0,0
8040,6351,3196591.65,0,0,0
9726,5119,3196610.013,0,0,0
6822,3688,3196645.783,0,0,0
9219,4121,3196684.897,0,0,0
8990,1042,3196710.28,0,0,0
6841,558,3196764.667,0,0,0
6657,7807,3196924.153,0,0,0
134,6058,3196934.34,0,0,0
4540,3887,3196991.247,0,0,0
6347,2318,3197055.09,0,0,0
9702,4306,3197107.37,0,0,0
830,7163,3197171.123,0,0,0
7267,559,3197235.973,0,0,0
830,4214,3197274.173,0,0,0
6013,2013,3197574.427,0,0,0
4717,1381,3197583.027,0,0,0
4540,621,3197596.473,0,0,0
1755,3424,3197600.577,0,0,0
2472,559,3197655.083,0,0,0
3163,5814,3197672.943,0,0,0
5173,6335,3197711.617,0,0,0
7197,3576,3197738.52,0,0,0
7779,3308,3197755.507,0,0,0
9220,4844,3197767.853,0,0,0
3817,3308,3197895.147,0,0,0
2472,3071,3197937.297,0,0,0
5521,2243,3197971.1,0,0,0
3817,5407,3197978.447,0,0,0
5521,6654,3197992.88,0,0,0
1106,4752,3197999.067,0,0,0
5012,4025,3198021.057,0,0,0
7197,6378,3198126.92,0,0,0
9482,5599,3198143.903,0,0,0
6180,6351,3198154.34,0,0,0
5788,4330,3198166.287,0,0,0
3242,7594,3198205.28,0,0,0
7197,2231,3198211.95,0,0,0
4540,3905,3198234.637,0,0,0
2800,5469,3198260.683,0,0,0
9329,7453,3198260.81,0,0,0
1239,6414,3198262.963,0,0,0
3565,3944,3198263.63,0,0,0
1273,9,3198296.243,0,0,0
8011,1644,3198408.753,0,0,0
6732,1040,3198455.957,0,0,0
7291,6203,3198474.833,0,0,0
5600,2646,3198528.937,0,0,0
7040,1951,3198563.223,0,0,0
1646,6639,3198564.727,0,0,0
8951,6871,3198567.163,0,0,0
7172,1052,3198582.87,0,0,0
9329,5673,3198630.977,0,0,0
5064,1536,3198711.433,0,0,0
8011,4023,3198772.873,0,0,0
848,5835,3198799.683,0,0,0
848,6258,3198837.517,0,0,0
946,4525,3198847.813,0,0,0
5064,248,3198861.383,0,0,0
7417,7158,3198866.323,0,0,0
7199,7460,3198902.083,0,0,0
5600,559,3198999.29,0,0,0
2,7246,3199045.317,0,0,0
848,1441,3199064.48,0,0,0
2594,4887,3199079.77,0,0,0
848,2448,3199085.523,0,0,0
53,3743,3199125.237,0,0,0
1844,7505,3199131.587,0,0,0
946,3308,3199191.263,0,0,0
5351,7946,3199244.71,0,0,0
3050,4332,3199367.497,0,0,0
1368,3264,3199478.537,0,0,0
5182,4733,3199502.353,0,0,0
868,1051,3199504.503,0,0,0
508,5303,3199549.833,0,0,0
8687,3111,3199662.157,0,0,0
329,2813,3199672.47,0,0,0
5222,1360,3199675.663,0,0,0
3565,3946,3199720.553,0,0,0
839,5673,3199766.463,0,0,0
8810,5407,3199795.31,0,0,0
9898,5814,3199857.057,0,0,0
6670,5468,3199866.79,0,0,0
6064,886,3199962.44,0,0,0
4601,5327,3199999.573,0,0,0
4824,2947,3200103.02,0,0,0
8601,5342,3200114.907,0,0,0
2196,1576,3200122.37,0,0,0
7417,1759,3200127.52,0,0,0
7088,3621,3200207.063,0,0,0
4283,2243,3200252.863,0,0,0
9719,4823,3200255.493,0,0,0
7025,559,3200307.6,0,0,0
3759,6169,3200356.343,0,0,0
4320,6242,3200465.043,0,0,0
2846,4669,3200502.17,0,0,0
4316,211,3200521.31,0,0,0
3526,5814,3200540.293,0,0,0
8657,1051,3200586.707,0,0,0
7963,7657,3200611.9,0,0,0
4601,5325,3200616.87,0,0,0
3256,1357,3200622.95,0,0,0
4601,4140,3200627.507,0,0,0
3256,1361,3200679.82,0,0,0
4401,6242,3200717.553,0,0,0
4283,4602,3200724.84,0,0,0
610,2675,3200784.287,0,0,0
9554,6273,3200801.153,0,0,0
3256,3104,3200805.147,0,0,0
7963,4626,3200814.707,0,0,0
262,6242,3200821.037,0,0,0
53,2255,3200888.473,0,0,0
4752,6242,3200929.37,0,0,0
3256,3110,3200934.13,0,0,0
3256,666,3201049.697,0,0,0
9435,7068,3201055.28,0,0,0
3256,4900,3201108.73,0,0,0
4726,886,3201119.063,0,0,0
1781,3369,3201121.207,0,0,0
6670,7337,3201135.943,0,0,0
330,5672,3201136.653,0,0,0
9329,4538,3201146.103,0,0,0
847,6165,3201168.197,0,0,0
1781,5514,3201187.1,0,0,0
6657,3107,3201210.463,0,0,0
3256,2733,3201211.393,0,0,0
8089,558,3201221.443,0,0,0
9138,7027,3201227.823,0,0,0
4320,635,3201262.4,0,0,0
3103,453,3201269.87,0,0,0
4082,2255,3201307.4,0,0,0
3103,5469,3201410.693,0,0,0
7378,3311,3201457.59,0,0,0
9017,4162,3201467.423,0,0,0
933,3264,3201494.887,0,0,0
5222,1357,3201543.12,0,0,0
4147,2026,3201556.27,0,0,0
6670,6152,3201601.533,0,0,0
9329,4162,3201668.897,0,0,0
7176,3308,3201727.837,0,0,0
1739,4175,3201728.64,0,0,0
6510,3756,3201749.43,0,0,0
3103,2432,3201871.06,0,0,0
6601,7343,3201892.413,0,0,0
8623,7345,3201896.243,0,0,0
3322,3604,3201900.1,0,0,0
4601,5392,3201920.163,0,0,0
9329,5672,3201990.203,0,0,0
2388,386,3202030.14,0,0,0
9329,442,3202198.763,0,0,0
9329,5346,3202212.987,0,0,0
1211,7714,3202317.203,0,0,0
928,2453,3202372.28,0,0,0
1722,4458,3202439.62,0,0,0
1211,1428,3202477.17,0,0,0
8625,2813,3202500.743,0,0,0
8601,2818,3202505.07,0,0,0
8625,5739,3202506.977,0,0,0
8601,2819,3202519.9,0,0,0
7630,2788,3202542.787,0,0,0
2,7070,3202621.753,0,0,0
6747,4499,3202640.66,0,0,0
928,3905,3202647.703,0,0,0
5222,1361,3202672.187,0,0,0
6369,2306,3202702.803,0,0,0
5574,3494,3202713.003,0,0,0
1722,2361,3202741.563,0,0,0
483,7027,3202814.53,0,0,0
2630,3261,3202941.663,0,0,0
1722,3440,3202962.733,0,0,0
1821,2026,3202995.637,0,0,0
6961,1902,3202997.04,0,0,0
1112,1403,3203013.58,0,0,0
5537,6271,3203013.8,0,0,0
6961,6377,3203042.317,0,0,0
1781,406,3203083.16,0,0,0
1112,4686,3203127.18,0,0,0
4269,3308,3203161.88,0,0,0
6961,2037,3203165.42,0,0,0
2630,4521,3203183.783,0,0,0
1722,2040,3203194.74,0,0,0
2,7058,3203195.77,0,0,0
1781,6683,3203207.06,0,0,0
6961,5159,3203226.057,0,0,0
6873,2013,3203256.02,0,0,0
4676,6543,3203318.373,0,0,0
3937,559,3203352.797,0,0,0
928,6402,3203546.357,0,0,0
839,5815,3203577.087,0,0,0
9132,7704,3203731.82,0,0,0
1210,6839,3203765.337,0,0,0
2630,3905,3203839.4,0,0,0
9736,7216,3203934.283,0,0,0
5653,5814,3203958.803,0,0,0
7886,6894,3203988.173,0,0,0
8153,2881,3204106.01,0,0,0
8267,4866,3204168.95,0,0,0
6221,6103,3204250.097,0,0,0
7176,2636,3204337.247,0,0,0
8153,2904,3204352.613,0,0,0
7176,4942,3204363.51,0,0,0
3695,5814,3204383.983,0,0,0
7176,7196,3204449.58,0,0,0
4752,3308,3204466.267,0,0,0
3897,2391,3204483.947,0,0,0
7123,2819,3204484.067,0,0,0
3674,2536,3204508.263,0,0,0
8519,5517,3204513.737,0,0,0
4676,2919,3204576.42,0,0,0
2630,558,3204706.847,0,0,0
2343,559,3204774.74,0,0,0
9006,3576,3204794.093,0,0,0
8699,2429,3204848.367,0,0,0
8158,3785,3204894.193,0,0,0
3421,7784,3204917.41,0,0,0
2735,1051,3205016.973,0,0,0
9006,5105,3205036.633,0,0,0
3421,5273,3205055.023,0,0,0
3541,6633,3205147.063,0,0,0
7233,5673,3205183.063,0,0,0
6783,2017,3205187.203,0,0,0
4076,3308,3205213.897,0,0,0
3674,6654,3205348.49,0,0,0
1112,85,3205370.59,0,0,0
1031,6724,3205373.743,0,0,0
9498,3292,3205415.537,0,0,0
5639,3308,3205424.82,0,0,0
4979,2819,3205485.643,0,0,0
2343,559,3205534.14,0,0,0
180,5253,3205536.177,0,0,0
8756,5814,3205661.02,0,0,0
4059,3308,3205750.683,0,0,0
3241,2201,3205789.59,0,0,0
8089,5892,3205953.587,0,0,0
8179,2324,3205957.627,0,0,0
8179,495,3206210.61,0,0,0
2,7059,3206292.657,0,0,0
5243,7571,3206301.94,0,0,0
3526,5814,3206346.83,0,0,0
8179,1759,3206426.67,0,0,0
9678,2013,3206508.877,0,0,0
2665,4538,3206540.437,0,0,0
861,6891,3206678.95,0,0,0
7345,4910,3206691.27,0,0,0
3541,7671,3206723.397,0,0,0
5243,448,3206744.05,0,0,0
2,6795,3206748.083,0,0,0
8833,7158,3206749.053,0,0,0
7563,7351,3206878.573,0,0,0
2085,3072,3206879.673,0,0,0
349,6750,3206957.283,0,0,0
7004,7692,3207093.51,0,0,0
3541,2487,3207115.823,0,0,0
5887,4330,3207167.48,0,0,0
6194,6855,3207183.437,0,0,0
4364,5672,3207266.007,0,0,0
5155,3576,3207429.25,0,0,0
5524,6736,3207437.72,0,0,0
4364,2646,3207459.093,0,0,0
1164,1051,3207637.337,0,0,0
3609,6330,3207674.173,0,0,0
7760,558,3207720.573,0,0,0
7238,5599,3207748.197,0,0,0
3812,6654,3207811.45,0,0,0
7760,559,3207825.397,0,0,0
861,6274,3207906.51,0,0,0
5831,7082,3207933.803,0,0,0
856,7868,3207966.577,0,0,0
856,6738,3208028.68,0,0,0
5831,7505,3208116.047,0,0,0
7563,6369,3208143.56,0,0,0
5831,645,3208158.63,0,0,0
5384,4687,3208235.75,0,0,0
7760,7296,3208240.86,0,0,0
5831,2324,3208275.67,0,0,0
6574,1657,3208313.567,0,0,0
6574,5314,3208339.343,0,0,0
5155,2995,3208352.827,0,0,0
7760,4643,3208426.94,0,0,0
1825,792,3208443.523,0,0,0
2109,3591,3208546.487,0,0,0
9101,6091,3208771.537,0,0,0
9924,2771,3208783.69,0,0,0
2853,3262,3208924.993,0,0,0
5013,6159,3208951.4,0,0,0
5013,1627,3209063.21,0,0,0
5155,7938,3209065.337,0,0,0
3554,837,3209104.983,0,0,0
3870,2462,3209110.953,0,0,0
2829,5290,3209179.92,0,0,0
2853,5920,3209259.907,0,0,0
2853,5921,3209277.767,0,0,0
3292,2297,3209290.15,0,0,0
2853,4331,3209403.357,0,0,0
3554,3198,3209450.69,0,0,0
5384,1800,3209487.127,0,0,0
3335,2881,3209572.103,0,0,0
3292,3783,3209633.103,0,0,0
2158,6242,3209788.903,0,0,0
243,6510,3209874.247,0,0,0
5173,7560,3209984.823,0,0,0
9142,7158,3210526.69,0,0,0
3292,1360,3210715.883,0,0,0
3658,5814,3210864.573,0,0,0
3292,1356,3210961.39,0,0,0
9322,5392,3211122.77,0,0,0
6444,5673,3211153.407,0,0,0
9678,5814,3211441.953,0,0,0
7021,4109,3211713.8,0,0,0
5947,2318,3211765.523,0,0,0
8608,2453,3211780.123,0,0,0
8608,5851,3211870.26,0,0,0
3554,2674,3212520.41,0,0,0
7930,1560,3212626.05,0,0,0
8623,495,3212628.85,0,0,0
5012,281,3212732.253,0,0,0
5013,1199,3212747.663,0,0,0
8623,7191,3212755.527,0,0,0
805,5673,3212958.04,0,0,0
7099,1893,3213097.873,0,0,0
5013,3576,3213126.377,0,0,0
8552,886,3213137.22,0,0,0
5013,558,3213160.6,0,0,0
8552,2646,3213247.417,0,0,0
5013,7460,3213260.957,0,0,0
8006,6736,3213502.397,0,0,0
5013,6175,3213906.883,0,0,0
8581,2646,3213931.987,0,0,0
3292,2013,3214176.13,0,0,0
2751,4029,3214224.71,0,0,0
1331,63,3214838.303,0,0,0
8756,1781,3214872.347,0,0,0
3292,2288,3214896.13,0,0,0
5403,7178,3215034.677,0,0,0
3576,2013,3215093.633,0,0,0
3292,6085,3215268.07,0,0,0
6312,3576,3215562.333,0,0,0
6312,1469,3215582.833,0,0,0
6312,2432,3215721.533,0,0,0
3292,6543,3216100.483,0,0,0
6490,1893,3216189.333,0,0,0
3259,1759,3216932.477,0,0,0
6143,7227,3217106.807,0,0,0
2770,2734,3217378.573,0,0,0
8296,6654,3217466.13,0,0,0
9112,5072,3217472.79,0,0,0
4201,5672,3217828.437,0,0,0
2324,2453,3217886.79,0,0,0
2324,7337,3217966.793,0,0,0
2324,4162,3218044.68,0,0,0
338,1320,3218070.493,0,0,0
5570,1051,3218214.347,0,0,0
2324,5672,3218240.64,0,0,0
1331,1669,3218342.417,0,0,0
1331,1481,3218394.103,0,0,0
2324,5673,3218399.24,0,0,0
1267,1581,3218617.23,0,0,0
4126,1514,3218769.28,0,0,0
8980,7925,3218919.57,0,0,0
1776,7165,3219145.847,0,0,0
2324,2013,3219325.877,0,0,0
1331,1051,3219361.983,0,0,0
2324,6378,3219374.093,0,0,0
2324,3916,3219384.093,0,0,0
227,7875,3219813.227,0,0,0
8624,3082,3220165.253,0,0,0
8624,6081,3220369.59,0,0,0
2536,2773,3220567.433,0,0,0
227,3751,3220609.82,0,0,0
7469,7158,3221308.62,0,0,0
7469,2315,3221370.727,0,0,0
7518,621,3221672.597,0,0,0
2514,1147,3221853.427,0,0,0
5173,3704,3221892.14,0,0,0
3668,385,3221978.21,0,0,0
9112,3468,3221991.15,0,0,0
2749,2011,3222111.697,0,0,0
7345,6677,3222224.44,0,0,0
3668,7653,3222326.183,0,0,0
7345,1505,3222386.143,0,0,0
6688,6667,3222543.883,0,0,0
7345,559,3222614.177,0,0,0
7777,2315,3222698.773,0,0,0
5430,442,3223000.697,0,0,0
6911,1257,3223019.093,0,0,0
6911,1701,3223044.057,0,0,0
6911,5396,3223111.03,0,0,0
561,5159,3223197.427,0,0,0
1779,4039,3223227.02,0,0,0
561,5164,3223234.193,0,0,0
6911,2056,3223273.917,0,0,0
7268,1497,3223380.38,0,0,0
5430,1759,3223488.78,0,0,0
8564,2139,3223493.477,0,0,0
7028,5973,3223496.48,0,0,0
5430,7191,3223739.403,0,0,0
7004,7892,3223876.473,0,0,0
5430,1472,3223911.8,0,0,0
5430,6990,3223933.09,0,0,0
6493,3264,3224325.57,0,0,0
8455,899,3224348.76,0,0,0
181,7142,3224937.19,0,0,0
3186,558,3225048.92,0,0,0
1331,2673,3225335.157,0,0,0
1331,576,3225830.327,0,0,0
4788,6205,3226055.17,0,0,0
1331,3595,3226457.15,0,0,0
9807,1252,3226566.187,0,0,0
2970,5674,3226662.077,0,0,0
1689,1561,3226797.053,0,0,0
4252,6659,3226900.27,0,0,0
3927,385,3226985.947,0,0,0
9099,4797,3227055.073,0,0,0
4252,3550,3227063.54,0,0,0
9099,6351,3227069.92,0,0,0
7293,6432,3227100.31,0,0,0
8777,2315,3227488.513,0,0,0
7028,7202,3227623.923,0,0,0
2970,1593,3228211.633,0,0,0
2025,2315,3228339.333,0,0,0
3598,4331,3228437.547,0,0,0
9772,2288,3228858.36,0,0,0
9847,4054,3229161.38,0,0,0
4671,5327,3229169.367,0,0,0
2908,3146,3229317.683,0,0,0
5732,7082,3229339.513,0,0,0
2464,500,3229342.14,0,0,0
8755,4243,3229585.2,0,0,0
9772,6077,3229600.81,0,0,0
8676,6085,3229704.18,0,0,0
9772,1071,3229779.163,0,0,0
2464,501,3229789.873,0,0,0
3976,4516,3229796.787,0,0,0
8676,6084,3229842.037,0,0,0
8676,2288,3229903.833,0,0,0
6848,4993,3230056.88,0,0,0
3976,4520,3230193.36,0,0,0
8071,5549,3230301.207,0,0,0
8212,1997,3230566.07,0,0,0
3976,4519,3230636.677,0,0,0
2576,4162,3230747.203,0,0,0
1357,2278,3230799.18,0,0,0
5323,371,3230876.22,0,0,0
275,1450,3231103.13,0,0,0
4007,6099,3231172.94,0,0,0
2042,3308,3231226.343,0,0,0
9444,4848,3231229.97,0,0,0
3957,7283,3231300.38,0,0,0
275,5715,3231316.707,0,0,0
2459,4827,3231321.09,0,0,0
4320,3576,3231641.273,0,0,0
5214,4533,3231648.347,0,0,0
8794,7158,3231733.26,0,0,0
7747,7216,3231753.34,0,0,0
3349,3349,3231765.37,0,0,0
4320,1496,3231771.163,0,0,0
4320,5169,3231771.173,0,0,0
4320,6047,3231775.047,0,0,0
3349,3299,3231814.41,0,0,0
3349,2108,3231850.457,0,0,0
895,2304,3231857.483,0,0,0
9121,5814,3231887.0,0,0,0
3383,3308,3231980.677,0,0,0
3484,7189,3232077.1,0,0,0
2770,7331,3232078.803,0,0,0
1908,1210,3232099.723,0,0,0
3976,4521,3232281.063,0,0,0
2770,3651,3232509.737,0,0,0
5603,559,3232546.827,0,0,0
3291,4516,3232681.27,0,0,0
8099,2040,3232701.19,0,0,0
7028,5672,3232727.01,0,0,0
3490,1768,3232758.857,0,0,0
1179,1381,3232850.48,0,0,0
3292,2018,3232864.53,0,0,0
2207,1799,3232932.393,0,0,0
2095,6145,3232979.403,0,0,0
4932,2045,3233002.937,0,0,0
6927,2663,3233031.847,0,0,0
4320,6285,3233254.64,0,0,0
3292,3179,3233385.143,0,0,0
1331,1012,3233407.833,0,0,0
5556,5326,3233408.113,0,0,0
6901,6170,3233429.66,0,0,0
1664,6808,3233432.527,0,0,0
3291,4843,3233625.943,0,0,0
1664,1361,3233639.803,0,0,0
1542,3816,3233642.06,0,0,0
1239,5599,3233693.917,0,0,0
3897,2859,3233765.24,0,0,0
1664,5960,3233773.633,0,0,0
2095,2371,3233774.44,0,0,0
3292,4823,3233858.097,0,0,0
2774,4973,3233870.38,0,0,0
5556,6543,3234073.48,0,0,0
538,74,3234189.283,0,0,0
1108,559,3234265.53,0,0,0
5337,7577,3234266.727,0,0,0
9240,6515,3234274.543,0,0,0
3291,6654,3234278.893,0,0,0
5742,6351,3234286.34,0,0,0
2345,2475,3234338.363,0,0,0
5524,6736,3234344.56,0,0,0
227,4884,3234463.863,0,0,0
9828,4244,3234465.01,0,0,0
9549,2525,3234478.6,0,0,0
5742,7158,3234491.593,0,0,0
9772,2814,3234510.79,0,0,0
1890,803,3234549.86,0,0,0
5742,559,3234571.13,0,0,0
1508,1257,3234584.693,0,0,0
9891,2317,3234663.377,0,0,0
7747,2520,3234720.16,0,0,0
2479,7306,3234777.223,0,0,0
6071,7216,3234808.193,0,0,0
8669,3308,3235069.443,0,0,0
400,1418,3235076.833,0,0,0
5853,2013,3235087.827,0,0,0
6454,1384,3235101.99,0,0,0
2345,6230,3235116.983,0,0,0
5000,660,3235162.19,0,0,0
6341,6647,3235167.27,0,0,0
6341,1799,3235232.123,0,0,0
7747,2265,3235297.78,0,0,0
7036,848,3235427.51,0,0,0
5742,4162,3235434.523,0,0,0
1555,3954,3235522.75,0,0,0
8450,7577,3235545.807,0,0,0
6688,6654,3235639.687,0,0,0
6341,5728,3235639.813,0,0,0
939,2536,3235691.92,0,0,0
6341,5821,3235696.147,0,0,0
5329,7025,3235750.773,0,0,0
6341,2456,3235785.393,0,0,0
7820,7106,3235812.253,0,0,0
6341,5099,3235833.877,0,0,0
1968,7977,3235860.85,0,0,0
6341,5102,3235877.233,0,0,0
1555,2453,3235929.37,0,0,0
980,2243,3235969.617,0,0,0
2345,2446,3236025.733,0,0,0
5376,4499,3236103.99,0,0,0
8208,2013,3236131.84,0,0,0
1514,559,3236212.717,0,0,0
4160,3264,3236310.093,0,0,0
7859,5814,3236312.093,0,0,0
1480,3308,3236415.61,0,0,0
8094,3308,3236423.037,0,0,0
6870,3698,3236439.663,0,0,0
5048,7938,3236445.787,0,0,0
6044,7070,3236471.297,0,0,0
2345,2525,3236527.32,0,0,0
7039,25,3236539.713,0,0,0
4320,3916,3236578.61,0,0,0
220,886,3236584.067,0,0,0
1363,3956,3236636.317,0,0,0
7747,4602,3236648.803,0,0,0
4804,1997,3236702.493,0,0,0
6044,2293,3236746.96,0,0,0
6922,2983,3236825.117,0,0,0
9943,1147,3236875.123,0,0,0
2316,442,3236886.3,0,0,0
1197,5917,3236929.82,0,0,0
1556,2813,3236942.173,0,0,0
4939,2004,3237007.827,0,0,0
4939,2814,3237070.97,0,0,0
2345,3903,3237098.56,0,0,0
4939,559,3237186.32,0,0,0
4939,5323,3237217.07,0,0,0
6044,1051,3237229.373,0,0,0
4939,5325,3237292.57,0,0,0
1634,183,3237332.12,0,0,0
6870,2242,3237421.98,0,0,0
2331,3192,3237424.653,0,0,0
1634,233,3237439.7,0,0,0
5182,3235,3237462.21,0,0,0
7596,5344,3237635.953,0,0,0
1634,232,3237658.363,0,0,0
1634,231,3237659.69,0,0,0
2965,7716,3237668.063,0,0,0
8090,4521,3237761.877,0,0,0
1802,4055,3237844.403,0,0,0
7862,4159,3237860.733,0,0,0
4288,7196,3237888.55,0,0,0
5601,1592,3237925.75,0,0,0
8715,6188,3237935.643,0,0,0
3292,2013,3237973.51,0,0,0
8939,559,3238000.133,0,0,0
9089,1701,3238105.943,0,0,0
1106,4752,3238109.527,0,0,0
7969,1999,3238123.74,0,0,0
1634,228,3238130.243,0,0,0
5329,5560,3238173.177,0,0,0
8050,7938,3238174.597,0,0,0
9068,3308,3238215.96,0,0,0
4969,843,3238236.447,0,0,0
9907,4134,3238240.49,0,0,0
7747,6242,3238264.647,0,0,0
4026,7455,3238266.067,0,0,0
5738,3805,3238272.773,0,0,0
7862,2646,3238280.313,0,0,0
4288,6922,3238390.88,0,0,0
